Date,Symbol,Open,High,Low,Close,Adj Close,Volume
06/03/2018,JD,43.529999,43.709999,42.689999,43.139999,43.139999,14014400
07/03/2018,JD,42.799999,44.540001,42.610001,44.41,44.41,11848600
08/03/2018,JD,44.509998,45.709999,44.5,45.389999,45.389999,15116800
09/03/2018,JD,45.709999,46.130001,45.290001,45.709999,45.709999,10069700
12/03/2018,JD,46.02,46.310001,45.450001,46.009998,46.009998,8896200
13/03/2018,JD,46,46,43.900002,44.32,44.32,15869300
14/03/2018,JD,44.384998,45.150002,44.049999,44.09,44.09,11801600
15/03/2018,JD,45.080002,45.48,44.380001,44.939999,44.939999,14166500
16/03/2018,JD,44.990002,45.220001,44.75,44.970001,44.970001,14659400
19/03/2018,JD,44.259998,44.689999,43.43,44.150002,44.150002,19223700
20/03/2018,JD,44.240002,44.360001,43.75,44,44,11270600
21/03/2018,JD,44.360001,44.669998,43.400002,43.509998,43.509998,14568900
22/03/2018,JD,42.939999,43.060001,41.599998,42.509998,42.509998,18312600
23/03/2018,JD,42.299999,42.889999,40.660999,40.869999,40.869999,18935900
26/03/2018,JD,41.970001,42.400002,41,41.849998,41.849998,13573800
27/03/2018,JD,42.200001,42.290001,40.330002,40.709999,40.709999,15262400
28/03/2018,JD,40.34,40.400002,39.119999,40.009998,40.009998,21590700
29/03/2018,JD,40.240002,41,40.18,40.490002,40.490002,11619600
02/04/2018,JD,40.09,40.52,38.68,39.080002,39.080002,14019000
03/04/2018,JD,39.599998,39.66,38.439999,38.98,38.98,9496700
04/04/2018,JD,37.799999,39.630001,37.751999,39.439999,39.439999,11933700
05/04/2018,JD,40,40.439999,39.91,40.189999,40.189999,10002800
06/04/2018,JD,39.549999,40.040001,38.91,39.23,39.23,12637000
09/04/2018,JD,39.889999,41.049999,39.560001,40.07,40.07,9335200
10/04/2018,JD,41.27,41.299999,40.18,40.700001,40.700001,7605100
11/04/2018,JD,40.439999,41.049999,40.41,40.459999,40.459999,6299600
12/04/2018,JD,40.630001,40.994999,40.419998,40.599998,40.599998,5957300
13/04/2018,JD,40.400002,40.52,39.580002,39.799999,39.799999,8288500
16/04/2018,JD,39.889999,40.07,39.490002,39.93,39.93,5445300
17/04/2018,JD,40.119999,40.580002,39.810001,40.27,40.27,9740200
18/04/2018,JD,40.5,40.5,39.509998,40.18,40.18,9516600
19/04/2018,JD,40.139999,40.34,38.610001,38.900002,38.900002,16780100
